Id,Date,DateLongDescription,DateShortDescription,DayLongName,DayShortName,MonthLongName,MonthShortName,CalendarDay,CalendarWeek,CalendarWeekStartDateId,CalendarWeekEndDateId,CalendarDayInWeek,CalendarMonth,CalendarMonthStartDateId,CalendarMonthEndDateId,CalendarNumberOfDaysInMonth,CalendarDayInMonth,CalendarQuarter,CalendarQuarterStartDateId,CalendarQuarterEndDateId,CalendarNumberOfDaysInQuarter,CalendarDayInQuarter,CalendarYear,CalendarYearStartDateId,CalendarYearEndDateId,CalendarNumberOfDaysInYear,FiscalDay,FiscalWeek,FiscalWeekStartDateId,FiscalWeekEndDateId,FiscalDayInWeek,FiscalMonth,FiscalMonthStartDateId,FiscalMonthEndDateId,FiscalNumberOfDaysInMonth,FiscalDayInMonth,FiscalQuarter,FiscalQuarterStartDateId,FiscalQuarterEndDateId,FiscalNumberOfDaysInQuarter,FiscalDayInQuarter,FiscalYear,FiscalYearStartDateId,FiscalYearEndDateId,FiscalNumberOfDaysInYear
"20170525","2017-05-25","quinta-feira, 25 de maio de 2017","25 de mai. de 2017","Thursday","Thu","May","May","145","21","20170522","20170528","4","5","20170501","20170531","31","25","2","20170401","20170630","91","55","2017","20170101","20171231","365","-1","-1","-1","-1","-1","5","20170501","20170531","31","25","2","20170401","20170630","90","55","2017","20170101","20171231","365"
"20170526","2017-05-26","sexta-feira, 26 de maio de 2017","26 de mai. de 2017","Friday","Fri","May","May","146","21","20170522","20170528","5","5","20170501","20170531","31","26","2","20170401","20170630","91","56","2017","20170101","20171231","365","-1","-1","-1","-1","-1","5","20170501","20170531","31","26","2","20170401","20170630","90","56","2017","20170101","20171231","365"
"20170527","2017-05-27","sábado, 27 de maio de 2017","27 de mai. de 2017","Saturday","Sat","May","May","147","21","20170522","20170528","6","5","20170501","20170531","31","27","2","20170401","20170630","91","57","2017","20170101","20171231","365","-1","-1","-1","-1","-1","5","20170501","20170531","31","27","2","20170401","20170630","90","57","2017","20170101","20171231","365"
"20170528","2017-05-28","domingo, 28 de maio de 2017","28 de mai. de 2017","Sunday","Sun","May","May","148","21","20170522","20170528","7","5","20170501","20170531","31","28","2","20170401","20170630","91","58","2017","20170101","20171231","365","-1","-1","-1","-1","-1","5","20170501","20170531","31","28","2","20170401","20170630","90","58","2017","20170101","20171231","365"
"20170529","2017-05-29","segunda-feira, 29 de maio de 2017","29 de mai. de 2017","Monday","Mon","May","May","149","22","20170529","20170604","1","5","20170501","20170531","31","29","2","20170401","20170630","91","59","2017","20170101","20171231","365","-1","-1","-1","-1","-1","5","20170501","20170531","31","29","2","20170401","20170630","90","59","2017","20170101","20171231","365"
"20170530","2017-05-30","terça-feira, 30 de maio de 2017","30 de mai. de 2017","Tuesday","Tue","May","May","150","22","20170529","20170604","2","5","20170501","20170531","31","30","2","20170401","20170630","91","60","2017","20170101","20171231","365","-1","-1","-1","-1","-1","5","20170501","20170531","31","30","2","20170401","20170630","90","60","2017","20170101","20171231","365"
"20170531","2017-05-31","quarta-feira, 31 de maio de 2017","31 de mai. de 2017","Wednesday","Wed","May","May","151","22","20170529","20170604","3","5","20170501","20170531","31","31","2","20170401","20170630","91","61","2017","20170101","20171231","365","-1","-1","-1","-1","-1","5","20170501","20170531","31","31","2","20170401","20170630","90","61","2017","20170101","20171231","365"
"20170601","2017-06-01","quinta-feira, 1 de junho de 2017","1 de jun. de 2017","Thursday","Thu","June","Jun","152","22","20170529","20170604","4","6","20170601","20170630","30","1","2","20170401","20170630","91","62","2017","20170101","20171231","365","-1","-1","-1","-1","-1","6","20170601","20170630","30","1","2","20170401","20170630","90","62","2017","20170101","20171231","365"
"20170602","2017-06-02","sexta-feira, 2 de junho de 2017","2 de jun. de 2017","Friday","Fri","June","Jun","153","22","20170529","20170604","5","6","20170601","20170630","30","2","2","20170401","20170630","91","63","2017","20170101","20171231","365","-1","-1","-1","-1","-1","6","20170601","20170630","30","2","2","20170401","20170630","90","63","2017","20170101","20171231","365"
"20170603","2017-06-03","sábado, 3 de junho de 2017","3 de jun. de 2017","Saturday","Sat","June","Jun","154","22","20170529","20170604","6","6","20170601","20170630","30","3","2","20170401","20170630","91","64","2017","20170101","20171231","365","-1","-1","-1","-1","-1","6","20170601","20170630","30","3","2","20170401","20170630","90","64","2017","20170101","20171231","365"
"20170604","2017-06-04","domingo, 4 de junho de 2017","4 de jun. de 2017","Sunday","Sun","June","Jun","155","22","20170529","20170604","7","6","20170601","20170630","30","4","2","20170401","20170630","91","65","2017","20170101","20171231","365","-1","-1","-1","-1","-1","6","20170601","20170630","30","4","2","20170401","20170630","90","65","2017","20170101","20171231","365"
"20170605","2017-06-05","segunda-feira, 5 de junho de 2017","5 de jun. de 2017","Monday","Mon","June","Jun","156","23","20170605","20170611","1","6","20170601","20170630","30","5","2","20170401","20170630","91","66","2017","20170101","20171231","365","-1","-1","-1","-1","-1","6","20170601","20170630","30","5","2","20170401","20170630","90","66","2017","20170101","20171231","365"
"20170606","2017-06-06","terça-feira, 6 de junho de 2017","6 de jun. de 2017","Tuesday","Tue","June","Jun","157","23","20170605","20170611","2","6","20170601","20170630","30","6","2","20170401","20170630","91","67","2017","20170101","20171231","365","-1","-1","-1","-1","-1","6","20170601","20170630","30","6","2","20170401","20170630","90","67","2017","20170101","20171231","365"
"20170607","2017-06-07","quarta-feira, 7 de junho de 2017","7 de jun. de 2017","Wednesday","Wed","June","Jun","158","23","20170605","20170611","3","6","20170601","20170630","30","7","2","20170401","20170630","91","68","2017","20170101","20171231","365","-1","-1","-1","-1","-1","6","20170601","20170630","30","7","2","20170401","20170630","90","68","2017","20170101","20171231","365"
"20170608","2017-06-08","quinta-feira, 8 de junho de 2017","8 de jun. de 2017","Thursday","Thu","June","Jun","159","23","20170605","20170611","4","6","20170601","20170630","30","8","2","20170401","20170630","91","69","2017","20170101","20171231","365","-1","-1","-1","-1","-1","6","20170601","20170630","30","8","2","20170401","20170630","90","69","2017","20170101","20171231","365"
"20170609","2017-06-09","sexta-feira, 9 de junho de 2017","9 de jun. de 2017","Friday","Fri","June","Jun","160","23","20170605","20170611","5","6","20170601","20170630","30","9","2","20170401","20170630","91","70","2017","20170101","20171231","365","-1","-1","-1","-1","-1","6","20170601","20170630","30","9","2","20170401","20170630","90","70","2017","20170101","20171231","365"
"20170610","2017-06-10","sábado, 10 de junho de 2017","10 de jun. de 2017","Saturday","Sat","June","Jun","161","23","20170605","20170611","6","6","20170601","20170630","30","10","2","20170401","20170630","91","71","2017","20170101","20171231","365","-1","-1","-1","-1","-1","6","20170601","20170630","30","10","2","20170401","20170630","90","71","2017","20170101","20171231","365"
"20170611","2017-06-11","domingo, 11 de junho de 2017","11 de jun. de 2017","Sunday","Sun","June","Jun","162","23","20170605","20170611","7","6","20170601","20170630","30","11","2","20170401","20170630","91","72","2017","20170101","20171231","365","-1","-1","-1","-1","-1","6","20170601","20170630","30","11","2","20170401","20170630","90","72","2017","20170101","20171231","365"
"20170612","2017-06-12","segunda-feira, 12 de junho de 2017","12 de jun. de 2017","Monday","Mon","June","Jun","163","24","20170612","20170618","1","6","20170601","20170630","30","12","2","20170401","20170630","91","73","2017","20170101","20171231","365","-1","-1","-1","-1","-1","6","20170601","20170630","30","12","2","20170401","20170630","90","73","2017","20170101","20171231","365"
"20170613","2017-06-13","terça-feira, 13 de junho de 2017","13 de jun. de 2017","Tuesday","Tue","June","Jun","164","24","20170612","20170618","2","6","20170601","20170630","30","13","2","20170401","20170630","91","74","2017","20170101","20171231","365","-1","-1","-1","-1","-1","6","20170601","20170630","30","13","2","20170401","20170630","90","74","2017","20170101","20171231","365"
"20170614","2017-06-14","quarta-feira, 14 de junho de 2017","14 de jun. de 2017","Wednesday","Wed","June","Jun","165","24","20170612","20170618","3","6","20170601","20170630","30","14","2","20170401","20170630","91","75","2017","20170101","20171231","365","-1","-1","-1","-1","-1","6","20170601","20170630","30","14","2","20170401","20170630","90","75","2017","20170101","20171231","365"
"20170615","2017-06-15","quinta-feira, 15 de junho de 2017","15 de jun. de 2017","Thursday","Thu","June","Jun","166","24","20170612","20170618","4","6","20170601","20170630","30","15","2","20170401","20170630","91","76","2017","20170101","20171231","365","-1","-1","-1","-1","-1","6","20170601","20170630","30","15","2","20170401","20170630","90","76","2017","20170101","20171231","365"
"20170616","2017-06-16","sexta-feira, 16 de junho de 2017","16 de jun. de 2017","Friday","Fri","June","Jun","167","24","20170612","20170618","5","6","20170601","20170630","30","16","2","20170401","20170630","91","77","2017","20170101","20171231","365","-1","-1","-1","-1","-1","6","20170601","20170630","30","16","2","20170401","20170630","90","77","2017","20170101","20171231","365"
"20170617","2017-06-17","sábado, 17 de junho de 2017","17 de jun. de 2017","Saturday","Sat","June","Jun","168","24","20170612","20170618","6","6","20170601","20170630","30","17","2","20170401","20170630","91","78","2017","20170101","20171231","365","-1","-1","-1","-1","-1","6","20170601","20170630","30","17","2","20170401","20170630","90","78","2017","20170101","20171231","365"
"20170618","2017-06-18","domingo, 18 de junho de 2017","18 de jun. de 2017","Sunday","Sun","June","Jun","169","24","20170612","20170618","7","6","20170601","20170630","30","18","2","20170401","20170630","91","79","2017","20170101","20171231","365","-1","-1","-1","-1","-1","6","20170601","20170630","30","18","2","20170401","20170630","90","79","2017","20170101","20171231","365"
"20170619","2017-06-19","segunda-feira, 19 de junho de 2017","19 de jun. de 2017","Monday","Mon","June","Jun","170","25","20170619","20170625","1","6","20170601","20170630","30","19","2","20170401","20170630","91","80","2017","20170101","20171231","365","-1","-1","-1","-1","-1","6","20170601","20170630","30","19","2","20170401","20170630","90","80","2017","20170101","20171231","365"
"20170620","2017-06-20","terça-feira, 20 de junho de 2017","20 de jun. de 2017","Tuesday","Tue","June","Jun","171","25","20170619","20170625","2","6","20170601","20170630","30","20","2","20170401","20170630","91","81","2017","20170101","20171231","365","-1","-1","-1","-1","-1","6","20170601","20170630","30","20","2","20170401","20170630","90","81","2017","20170101","20171231","365"
"20170621","2017-06-21","quarta-feira, 21 de junho de 2017","21 de jun. de 2017","Wednesday","Wed","June","Jun","172","25","20170619","20170625","3","6","20170601","20170630","30","21","2","20170401","20170630","91","82","2017","20170101","20171231","365","-1","-1","-1","-1","-1","6","20170601","20170630","30","21","2","20170401","20170630","90","82","2017","20170101","20171231","365"
"20170622","2017-06-22","quinta-feira, 22 de junho de 2017","22 de jun. de 2017","Thursday","Thu","June","Jun","173","25","20170619","20170625","4","6","20170601","20170630","30","22","2","20170401","20170630","91","83","2017","20170101","20171231","365","-1","-1","-1","-1","-1","6","20170601","20170630","30","22","2","20170401","20170630","90","83","2017","20170101","20171231","365"
"20170623","2017-06-23","sexta-feira, 23 de junho de 2017","23 de jun. de 2017","Friday","Fri","June","Jun","174","25","20170619","20170625","5","6","20170601","20170630","30","23","2","20170401","20170630","91","84","2017","20170101","20171231","365","-1","-1","-1","-1","-1","6","20170601","20170630","30","23","2","20170401","20170630","90","84","2017","20170101","20171231","365"
"20170624","2017-06-24","sábado, 24 de junho de 2017","24 de jun. de 2017","Saturday","Sat","June","Jun","175","25","20170619","20170625","6","6","20170601","20170630","30","24","2","20170401","20170630","91","85","2017","20170101","20171231","365","-1","-1","-1","-1","-1","6","20170601","20170630","30","24","2","20170401","20170630","90","85","2017","20170101","20171231","365"
"20170625","2017-06-25","domingo, 25 de junho de 2017","25 de jun. de 2017","Sunday","Sun","June","Jun","176","25","20170619","20170625","7","6","20170601","20170630","30","25","2","20170401","20170630","91","86","2017","20170101","20171231","365","-1","-1","-1","-1","-1","6","20170601","20170630","30","25","2","20170401","20170630","90","86","2017","20170101","20171231","365"
"20170626","2017-06-26","segunda-feira, 26 de junho de 2017","26 de jun. de 2017","Monday","Mon","June","Jun","177","26","20170626","20170702","1","6","20170601","20170630","30","26","2","20170401","20170630","91","87","2017","20170101","20171231","365","-1","-1","-1","-1","-1","6","20170601","20170630","30","26","2","20170401","20170630","90","87","2017","20170101","20171231","365"
"20170627","2017-06-27","terça-feira, 27 de junho de 2017","27 de jun. de 2017","Tuesday","Tue","June","Jun","178","26","20170626","20170702","2","6","20170601","20170630","30","27","2","20170401","20170630","91","88","2017","20170101","20171231","365","-1","-1","-1","-1","-1","6","20170601","20170630","30","27","2","20170401","20170630","90","88","2017","20170101","20171231","365"
"20170628","2017-06-28","quarta-feira, 28 de junho de 2017","28 de jun. de 2017","Wednesday","Wed","June","Jun","179","26","20170626","20170702","3","6","20170601","20170630","30","28","2","20170401","20170630","91","89","2017","20170101","20171231","365","-1","-1","-1","-1","-1","6","20170601","20170630","30","28","2","20170401","20170630","90","89","2017","20170101","20171231","365"
"20170629","2017-06-29","quinta-feira, 29 de junho de 2017","29 de jun. de 2017","Thursday","Thu","June","Jun","180","26","20170626","20170702","4","6","20170601","20170630","30","29","2","20170401","20170630","91","90","2017","20170101","20171231","365","-1","-1","-1","-1","-1","6","20170601","20170630","30","29","2","20170401","20170630","90","90","2017","20170101","20171231","365"
"20170630","2017-06-30","sexta-feira, 30 de junho de 2017","30 de jun. de 2017","Friday","Fri","June","Jun","181","26","20170626","20170702","5","6","20170601","20170630","30","30","2","20170401","20170630","91","91","2017","20170101","20171231","365","-1","-1","-1","-1","-1","6","20170601","20170630","30","30","2","20170401","20170630","90","91","2017","20170101","20171231","365"
"20170701","2017-07-01","sábado, 1 de julho de 2017","1 de jul. de 2017","Saturday","Sat","July","Jul","182","26","20170626","20170702","6","7","20170701","20170731","31","1","3","20170701","20170930","92","1","2017","20170101","20171231","365","-1","-1","-1","-1","-1","7","20170701","20170731","31","1","3","20170701","20170930","91","1","2017","20170101","20171231","365"
"20170702","2017-07-02","domingo, 2 de julho de 2017","2 de jul. de 2017","Sunday","Sun","July","Jul","183","26","20170626","20170702","7","7","20170701","20170731","31","2","3","20170701","20170930","92","2","2017","20170101","20171231","365","-1","-1","-1","-1","-1","7","20170701","20170731","31","2","3","20170701","20170930","91","2","2017","20170101","20171231","365"
"20170703","2017-07-03","segunda-feira, 3 de julho de 2017","3 de jul. de 2017","Monday","Mon","July","Jul","184","27","20170703","20170709","1","7","20170701","20170731","31","3","3","20170701","20170930","92","3","2017","20170101","20171231","365","-1","-1","-1","-1","-1","7","20170701","20170731","31","3","3","20170701","20170930","91","3","2017","20170101","20171231","365"
"20170704","2017-07-04","terça-feira, 4 de julho de 2017","4 de jul. de 2017","Tuesday","Tue","July","Jul","185","27","20170703","20170709","2","7","20170701","20170731","31","4","3","20170701","20170930","92","4","2017","20170101","20171231","365","-1","-1","-1","-1","-1","7","20170701","20170731","31","4","3","20170701","20170930","91","4","2017","20170101","20171231","365"
"20170705","2017-07-05","quarta-feira, 5 de julho de 2017","5 de jul. de 2017","Wednesday","Wed","July","Jul","186","27","20170703","20170709","3","7","20170701","20170731","31","5","3","20170701","20170930","92","5","2017","20170101","20171231","365","-1","-1","-1","-1","-1","7","20170701","20170731","31","5","3","20170701","20170930","91","5","2017","20170101","20171231","365"
"20170706","2017-07-06","quinta-feira, 6 de julho de 2017","6 de jul. de 2017","Thursday","Thu","July","Jul","187","27","20170703","20170709","4","7","20170701","20170731","31","6","3","20170701","20170930","92","6","2017","20170101","20171231","365","-1","-1","-1","-1","-1","7","20170701","20170731","31","6","3","20170701","20170930","91","6","2017","20170101","20171231","365"
"20170707","2017-07-07","sexta-feira, 7 de julho de 2017","7 de jul. de 2017","Friday","Fri","July","Jul","188","27","20170703","20170709","5","7","20170701","20170731","31","7","3","20170701","20170930","92","7","2017","20170101","20171231","365","-1","-1","-1","-1","-1","7","20170701","20170731","31","7","3","20170701","20170930","91","7","2017","20170101","20171231","365"
"20170708","2017-07-08","sábado, 8 de julho de 2017","8 de jul. de 2017","Saturday","Sat","July","Jul","189","27","20170703","20170709","6","7","20170701","20170731","31","8","3","20170701","20170930","92","8","2017","20170101","20171231","365","-1","-1","-1","-1","-1","7","20170701","20170731","31","8","3","20170701","20170930","91","8","2017","20170101","20171231","365"
"20170709","2017-07-09","domingo, 9 de julho de 2017","9 de jul. de 2017","Sunday","Sun","July","Jul","190","27","20170703","20170709","7","7","20170701","20170731","31","9","3","20170701","20170930","92","9","2017","20170101","20171231","365","-1","-1","-1","-1","-1","7","20170701","20170731","31","9","3","20170701","20170930","91","9","2017","20170101","20171231","365"
"20170710","2017-07-10","segunda-feira, 10 de julho de 2017","10 de jul. de 2017","Monday","Mon","July","Jul","191","28","20170710","20170716","1","7","20170701","20170731","31","10","3","20170701","20170930","92","10","2017","20170101","20171231","365","-1","-1","-1","-1","-1","7","20170701","20170731","31","10","3","20170701","20170930","91","10","2017","20170101","20171231","365"
"20170711","2017-07-11","terça-feira, 11 de julho de 2017","11 de jul. de 2017","Tuesday","Tue","July","Jul","192","28","20170710","20170716","2","7","20170701","20170731","31","11","3","20170701","20170930","92","11","2017","20170101","20171231","365","-1","-1","-1","-1","-1","7","20170701","20170731","31","11","3","20170701","20170930","91","11","2017","20170101","20171231","365"
"20170712","2017-07-12","quarta-feira, 12 de julho de 2017","12 de jul. de 2017","Wednesday","Wed","July","Jul","193","28","20170710","20170716","3","7","20170701","20170731","31","12","3","20170701","20170930","92","12","2017","20170101","20171231","365","-1","-1","-1","-1","-1","7","20170701","20170731","31","12","3","20170701","20170930","91","12","2017","20170101","20171231","365"
"20170713","2017-07-13","quinta-feira, 13 de julho de 2017","13 de jul. de 2017","Thursday","Thu","July","Jul","194","28","20170710","20170716","4","7","20170701","20170731","31","13","3","20170701","20170930","92","13","2017","20170101","20171231","365","-1","-1","-1","-1","-1","7","20170701","20170731","31","13","3","20170701","20170930","91","13","2017","20170101","20171231","365"
"20170714","2017-07-14","sexta-feira, 14 de julho de 2017","14 de jul. de 2017","Friday","Fri","July","Jul","195","28","20170710","20170716","5","7","20170701","20170731","31","14","3","20170701","20170930","92","14","2017","20170101","20171231","365","-1","-1","-1","-1","-1","7","20170701","20170731","31","14","3","20170701","20170930","91","14","2017","20170101","20171231","365"
"20170715","2017-07-15","sábado, 15 de julho de 2017","15 de jul. de 2017","Saturday","Sat","July","Jul","196","28","20170710","20170716","6","7","20170701","20170731","31","15","3","20170701","20170930","92","15","2017","20170101","20171231","365","-1","-1","-1","-1","-1","7","20170701","20170731","31","15","3","20170701","20170930","91","15","2017","20170101","20171231","365"
"20170716","2017-07-16","domingo, 16 de julho de 2017","16 de jul. de 2017","Sunday","Sun","July","Jul","197","28","20170710","20170716","7","7","20170701","20170731","31","16","3","20170701","20170930","92","16","2017","20170101","20171231","365","-1","-1","-1","-1","-1","7","20170701","20170731","31","16","3","20170701","20170930","91","16","2017","20170101","20171231","365"
"20170717","2017-07-17","segunda-feira, 17 de julho de 2017","17 de jul. de 2017","Monday","Mon","July","Jul","198","29","20170717","20170723","1","7","20170701","20170731","31","17","3","20170701","20170930","92","17","2017","20170101","20171231","365","-1","-1","-1","-1","-1","7","20170701","20170731","31","17","3","20170701","20170930","91","17","2017","20170101","20171231","365"
"20170718","2017-07-18","terça-feira, 18 de julho de 2017","18 de jul. de 2017","Tuesday","Tue","July","Jul","199","29","20170717","20170723","2","7","20170701","20170731","31","18","3","20170701","20170930","92","18","2017","20170101","20171231","365","-1","-1","-1","-1","-1","7","20170701","20170731","31","18","3","20170701","20170930","91","18","2017","20170101","20171231","365"
"20170719","2017-07-19","quarta-feira, 19 de julho de 2017","19 de jul. de 2017","Wednesday","Wed","July","Jul","200","29","20170717","20170723","3","7","20170701","20170731","31","19","3","20170701","20170930","92","19","2017","20170101","20171231","365","-1","-1","-1","-1","-1","7","20170701","20170731","31","19","3","20170701","20170930","91","19","2017","20170101","20171231","365"
"20170720","2017-07-20","quinta-feira, 20 de julho de 2017","20 de jul. de 2017","Thursday","Thu","July","Jul","201","29","20170717","20170723","4","7","20170701","20170731","31","20","3","20170701","20170930","92","20","2017","20170101","20171231","365","-1","-1","-1","-1","-1","7","20170701","20170731","31","20","3","20170701","20170930","91","20","2017","20170101","20171231","365"
"20170721","2017-07-21","sexta-feira, 21 de julho de 2017","21 de jul. de 2017","Friday","Fri","July","Jul","202","29","20170717","20170723","5","7","20170701","20170731","31","21","3","20170701","20170930","92","21","2017","20170101","20171231","365","-1","-1","-1","-1","-1","7","20170701","20170731","31","21","3","20170701","20170930","91","21","2017","20170101","20171231","365"
"20170722","2017-07-22","sábado, 22 de julho de 2017","22 de jul. de 2017","Saturday","Sat","July","Jul","203","29","20170717","20170723","6","7","20170701","20170731","31","22","3","20170701","20170930","92","22","2017","20170101","20171231","365","-1","-1","-1","-1","-1","7","20170701","20170731","31","22","3","20170701","20170930","91","22","2017","20170101","20171231","365"
"20170723","2017-07-23","domingo, 23 de julho de 2017","23 de jul. de 2017","Sunday","Sun","July","Jul","204","29","20170717","20170723","7","7","20170701","20170731","31","23","3","20170701","20170930","92","23","2017","20170101","20171231","365","-1","-1","-1","-1","-1","7","20170701","20170731","31","23","3","20170701","20170930","91","23","2017","20170101","20171231","365"
"20170724","2017-07-24","segunda-feira, 24 de julho de 2017","24 de jul. de 2017","Monday","Mon","July","Jul","205","30","20170724","20170730","1","7","20170701","20170731","31","24","3","20170701","20170930","92","24","2017","20170101","20171231","365","-1","-1","-1","-1","-1","7","20170701","20170731","31","24","3","20170701","20170930","91","24","2017","20170101","20171231","365"
"20170725","2017-07-25","terça-feira, 25 de julho de 2017","25 de jul. de 2017","Tuesday","Tue","July","Jul","206","30","20170724","20170730","2","7","20170701","20170731","31","25","3","20170701","20170930","92","25","2017","20170101","20171231","365","-1","-1","-1","-1","-1","7","20170701","20170731","31","25","3","20170701","20170930","91","25","2017","20170101","20171231","365"
"20170726","2017-07-26","quarta-feira, 26 de julho de 2017","26 de jul. de 2017","Wednesday","Wed","July","Jul","207","30","20170724","20170730","3","7","20170701","20170731","31","26","3","20170701","20170930","92","26","2017","20170101","20171231","365","-1","-1","-1","-1","-1","7","20170701","20170731","31","26","3","20170701","20170930","91","26","2017","20170101","20171231","365"
"20170727","2017-07-27","quinta-feira, 27 de julho de 2017","27 de jul. de 2017","Thursday","Thu","July","Jul","208","30","20170724","20170730","4","7","20170701","20170731","31","27","3","20170701","20170930","92","27","2017","20170101","20171231","365","-1","-1","-1","-1","-1","7","20170701","20170731","31","27","3","20170701","20170930","91","27","2017","20170101","20171231","365"
"20170728","2017-07-28","sexta-feira, 28 de julho de 2017","28 de jul. de 2017","Friday","Fri","July","Jul","209","30","20170724","20170730","5","7","20170701","20170731","31","28","3","20170701","20170930","92","28","2017","20170101","20171231","365","-1","-1","-1","-1","-1","7","20170701","20170731","31","28","3","20170701","20170930","91","28","2017","20170101","20171231","365"
"20170729","2017-07-29","sábado, 29 de julho de 2017","29 de jul. de 2017","Saturday","Sat","July","Jul","210","30","20170724","20170730","6","7","20170701","20170731","31","29","3","20170701","20170930","92","29","2017","20170101","20171231","365","-1","-1","-1","-1","-1","7","20170701","20170731","31","29","3","20170701","20170930","91","29","2017","20170101","20171231","365"
"20170730","2017-07-30","domingo, 30 de julho de 2017","30 de jul. de 2017","Sunday","Sun","July","Jul","211","30","20170724","20170730","7","7","20170701","20170731","31","30","3","20170701","20170930","92","30","2017","20170101","20171231","365","-1","-1","-1","-1","-1","7","20170701","20170731","31","30","3","20170701","20170930","91","30","2017","20170101","20171231","365"
"20170731","2017-07-31","segunda-feira, 31 de julho de 2017","31 de jul. de 2017","Monday","Mon","July","Jul","212","31","20170731","20170806","1","7","20170701","20170731","31","31","3","20170701","20170930","92","31","2017","20170101","20171231","365","-1","-1","-1","-1","-1","7","20170701","20170731","31","31","3","20170701","20170930","91","31","2017","20170101","20171231","365"
"20170801","2017-08-01","terça-feira, 1 de agosto de 2017","1 de ago. de 2017","Tuesday","Tue","August","Aug","213","31","20170731","20170806","2","8","20170801","20170831","31","1","3","20170701","20170930","92","32","2017","20170101","20171231","365","-1","-1","-1","-1","-1","8","20170801","20170831","31","1","3","20170701","20170930","91","32","2017","20170101","20171231","365"
"20170802","2017-08-02","quarta-feira, 2 de agosto de 2017","2 de ago. de 2017","Wednesday","Wed","August","Aug","214","31","20170731","20170806","3","8","20170801","20170831","31","2","3","20170701","20170930","92","33","2017","20170101","20171231","365","-1","-1","-1","-1","-1","8","20170801","20170831","31","2","3","20170701","20170930","91","33","2017","20170101","20171231","365"
"20170803","2017-08-03","quinta-feira, 3 de agosto de 2017","3 de ago. de 2017","Thursday","Thu","August","Aug","215","31","20170731","20170806","4","8","20170801","20170831","31","3","3","20170701","20170930","92","34","2017","20170101","20171231","365","-1","-1","-1","-1","-1","8","20170801","20170831","31","3","3","20170701","20170930","91","34","2017","20170101","20171231","365"
"20170804","2017-08-04","sexta-feira, 4 de agosto de 2017","4 de ago. de 2017","Friday","Fri","August","Aug","216","31","20170731","20170806","5","8","20170801","20170831","31","4","3","20170701","20170930","92","35","2017","20170101","20171231","365","-1","-1","-1","-1","-1","8","20170801","20170831","31","4","3","20170701","20170930","91","35","2017","20170101","20171231","365"
"20170805","2017-08-05","sábado, 5 de agosto de 2017","5 de ago. de 2017","Saturday","Sat","August","Aug","217","31","20170731","20170806","6","8","20170801","20170831","31","5","3","20170701","20170930","92","36","2017","20170101","20171231","365","-1","-1","-1","-1","-1","8","20170801","20170831","31","5","3","20170701","20170930","91","36","2017","20170101","20171231","365"
"20170806","2017-08-06","domingo, 6 de agosto de 2017","6 de ago. de 2017","Sunday","Sun","August","Aug","218","31","20170731","20170806","7","8","20170801","20170831","31","6","3","20170701","20170930","92","37","2017","20170101","20171231","365","-1","-1","-1","-1","-1","8","20170801","20170831","31","6","3","20170701","20170930","91","37","2017","20170101","20171231","365"
"20170807","2017-08-07","segunda-feira, 7 de agosto de 2017","7 de ago. de 2017","Monday","Mon","August","Aug","219","32","20170807","20170813","1","8","20170801","20170831","31","7","3","20170701","20170930","92","38","2017","20170101","20171231","365","-1","-1","-1","-1","-1","8","20170801","20170831","31","7","3","20170701","20170930","91","38","2017","20170101","20171231","365"
"20170808","2017-08-08","terça-feira, 8 de agosto de 2017","8 de ago. de 2017","Tuesday","Tue","August","Aug","220","32","20170807","20170813","2","8","20170801","20170831","31","8","3","20170701","20170930","92","39","2017","20170101","20171231","365","-1","-1","-1","-1","-1","8","20170801","20170831","31","8","3","20170701","20170930","91","39","2017","20170101","20171231","365"
"20170809","2017-08-09","quarta-feira, 9 de agosto de 2017","9 de ago. de 2017","Wednesday","Wed","August","Aug","221","32","20170807","20170813","3","8","20170801","20170831","31","9","3","20170701","20170930","92","40","2017","20170101","20171231","365","-1","-1","-1","-1","-1","8","20170801","20170831","31","9","3","20170701","20170930","91","40","2017","20170101","20171231","365"
"20170810","2017-08-10","quinta-feira, 10 de agosto de 2017","10 de ago. de 2017","Thursday","Thu","August","Aug","222","32","20170807","20170813","4","8","20170801","20170831","31","10","3","20170701","20170930","92","41","2017","20170101","20171231","365","-1","-1","-1","-1","-1","8","20170801","20170831","31","10","3","20170701","20170930","91","41","2017","20170101","20171231","365"
"20170811","2017-08-11","sexta-feira, 11 de agosto de 2017","11 de ago. de 2017","Friday","Fri","August","Aug","223","32","20170807","20170813","5","8","20170801","20170831","31","11","3","20170701","20170930","92","42","2017","20170101","20171231","365","-1","-1","-1","-1","-1","8","20170801","20170831","31","11","3","20170701","20170930","91","42","2017","20170101","20171231","365"
"20170812","2017-08-12","sábado, 12 de agosto de 2017","12 de ago. de 2017","Saturday","Sat","August","Aug","224","32","20170807","20170813","6","8","20170801","20170831","31","12","3","20170701","20170930","92","43","2017","20170101","20171231","365","-1","-1","-1","-1","-1","8","20170801","20170831","31","12","3","20170701","20170930","91","43","2017","20170101","20171231","365"
